39.19667,-84.2318
39.12821,-84.43095
39.4989,-84.35564
40.30093,-83.06759
41.02537,-81.63818
40.73071,-84.07292
40.95196,-81.56739
39.51056,-84.74278
41.45013,-81.81855
40.74941,-84.14695
39.09598,-84.26351
41.02586,-80.761
39.78325,-83.99934
41.4187,-82.20888
40.09319,-82.82304
41.58243,-81.48754
41.15398,-80.7017
39.86745,-84.29124
41.38452,-81.74364
41.28275,-80.84499
40.56741,-83.12128
40.90126,-80.85538
41.64256,-81.43595
41.41966,-81.90163
41.15308,-80.66494
39.8426,-82.80567
41.15521,-81.40022
41.14634,-81.47485
40.5494,-82.82835
39.94011,-82.00718
40.00296,-82.67658
39.63295,-84.11038
39.88963,-84.21269
39.92324,-82.88001
39.82002,-84.1982
41.8028,-81.05425
40.14981,-84.23817
39.41137,-81.43047
41.13765,-81.35556
39.1743,-84.27786
40.04487,-84.21522
40.90162,-81.09067
41.05339,-83.61092
39.81552,-84.03061
39.7666,-84.12353
39.31998,-82.10519
40.83161,-81.3852
40.03334,-82.96386
40.79818,-81.37498
39.2653,-84.26709
39.63858,-84.26494
39.92743,-83.08962
41.21094,-80.75273
41.60473,-81.47592
40.8245,-81.93198
39.72397,-84.14932
39.96162,-84.19393
40.08118,-82.42784
39.72065,-83.26682
40.83762,-81.2601
40.0279,-82.44453
41.13619,-81.8052
39.9554,-82.87348
39.98543,-82.01905
40.36006,-80.6151
40.97681,-81.40693
40.05203,-82.91978
41.28463,-81.22397
40.75935,-82.56409
39.957,-82.92738
39.33703,-82.06911
41.11199,-81.57465
40.06601,-83.02446
40.6732,-80.57728
40.79638,-81.52347
40.11595,-84.62221
39.98561,-83.15087
40.85574,-82.33352
41.03201,-81.42811
40.48948,-81.44435
41.09956,-80.76459
39.79142,-84.09622
39.33804,-84.56011
40.06813,-82.52057
40.58854,-83.13044
41.37214,-81.86863
41.18821,-80.97818
40.58016,-84.20358
39.71474,-82.56474
39.27435,-81.56945
39.93934,-82.83027
40.05831,-82.40289
40.83073,-83.28129
41.11147,-81.46606
39.93524,-83.20081
39.6717,-84.25261
39.75879,-84.63648
40.77054,-82.48562
41.61198,-81.52299
40.87277,-81.3344
40.54287,-84.3885
39.76373,-84.16591
40.28303,-84.15903
40.58107,-83.08672
41.69727,-81.27991
40.01414,-80.74332
40.39118,-81.34602
39.79952,-84.21842
41.10252,-80.72816
40.24182,-82.85853
39.25656,-84.24335
41.03241,-81.24822
39.29132,-84.46669
40.72871,-81.1044
41.06355,-83.66435
38.96378,-84.08484
40.54895,-84.57244
41.0836,-81.51752
40.89257,-83.89283
40.00689,-83.04871
39.02698,-84.21614
39.93168,-82.96471
39.68333,-83.93496
39.85306,-82.82837
40.88917,-80.69364
41.23411,-80.8339
41.7683,-81.1445
39.90762,-82.73621
41.42724,-82.11728
39.8241,-84.2906
40.19508,-83.09629
40.03304,-83.17786
39.44596,-84.35976
39.05451,-84.05397
41.48946,-82.11308
40.75634,-84.10863
41.45263,-82.16627
39.98608,-82.7832
39.44114,-81.46006
39.9739,-80.74627
41.24066,-81.34557
39.21725,-84.54398
39.89024,-82.99737
41.07723,-81.49743
40.27566,-81.60796
39.28133,-84.49696
40.54931,-81.49469
39.87827,-83.03915
39.78293,-84.18886
41.41223,-81.52734
39.75592,-84.21375
40.26462,-83.06921
40.04434,-82.92141
39.16378,-84.47227
40.27574,-81.75275
39.90475,-84.40157
40.11596,-82.00808
40.10024,-83.16329
39.95579,-82.77349
41.07015,-80.65859
40.15862,-83.09515
40.20162,-83.0292
39.96875,-82.96824
40.27927,-82.85021
40.14594,-82.70473
41.49472,-81.62442
40.29676,-84.15794
