41.505,-81.69111
41.02866,-81.49142
39.76079,-84.19215
39.10009,-84.51148
40.74129,-84.1054
39.95519,-82.80773
41.13242,-81.6188
40.105,-83.1593
40.14446,-82.99116
40.02351,-83.05896
39.997,-83.00749
40.10522,-82.92258
40.14872,-82.92273
40.10708,-83.01766
39.98891,-83.04631
40.09614,-83.12507
40.84758,-81.43441
39.70556,-84.17035
40.05641,-83.07421
40.05873,-82.86346
40.10568,-83.09206
40.28569,-84.15608
39.65764,-84.15747
39.63091,-84.19601
39.32915,-82.10109
41.10069,-80.6506
40.15861,-83.09483
41.4645,-81.5183
40.02061,-82.86642
40.90181,-81.12282
41.50107,-81.59479
41.39656,-81.64551
40.87775,-81.40253
39.84697,-84.11612
39.94499,-82.99732
41.62678,-81.42705
41.46398,-81.9488
39.97619,-83.00337
41.72376,-81.24447
40.1628,-83.01949
39.97184,-82.91539
41.02453,-80.67406
39.41502,-81.45496
40.52022,-81.47955
41.65237,-81.44222
41.46228,-81.4591
39.92794,-82.78771
41.35586,-81.68458
41.01038,-81.58941
40.06054,-82.97794
40.7984,-81.94158
39.35488,-84.36575
41.23995,-81.44967
41.04385,-81.72877
39.70106,-84.1235
41.51994,-81.48485
39.61488,-84.16024
41.03705,-83.65035
41.58342,-81.20418
41.31106,-81.44024
40.03457,-83.15893
39.19618,-84.38071
39.71344,-82.60203
41.31735,-81.35538
39.60192,-82.94499
39.2579,-84.34173
41.70613,-81.3613
39.52743,-84.38197
41.66269,-81.35485
39.7224,-84.06528
41.23968,-80.74048
40.37141,-80.68704
41.02498,-80.61555
40.70565,-84.1497
40.0366,-83.01721
41.15767,-81.24459
41.3911,-81.33876
41.45943,-81.86106
41.31051,-81.83513
41.51818,-81.38505
39.87867,-83.06045
39.07192,-84.31491
40.08608,-82.95106
40.2368,-83.37286
41.67414,-81.32304
39.76461,-84.05422
40.06714,-83.09303
41.26564,-80.78282
40.72991,-82.53724
40.27332,-81.86521
41.23836,-81.80286
40.96781,-81.34575
39.95452,-83.08376
41.15607,-81.85741
40.08713,-82.98157
39.56119,-84.247
41.2016,-81.63791
