34558,36353,39793,39791,41198,43717,46358
33844,34967,37752,39579,43813,43388,47930
36584,36816,38104,40507,40254,41248,44579
25263,27426,30770,33408,36154,62327,61327
31729,34415,36915,38986,41870,42768,46643
36032,37880,37209,39118,39710,39891,42891
35408,35273,36190,38643,39098,41902,45755
29110,31116,33315,36046,46063,43471,51018
34656,35894,35595,36296,39287,42724,45327
36740,36200,35431,38419,37966,39042,45442
31106,35826,37821,37659,39402,40372,45789
32162,36166,37411,39771,40902,38699,42809
26293,29200,34020,42703,41741,43363,49926
33442,34186,36931,37130,38952,41681,44690
31225,33938,35721,35768,39653,44254,44764
38113,38160,43501,38274,36246,34542,36085
28704,30655,36992,38560,40898,42710,46390
19853,31507,30022,33678,42251,49013,57519
31686,33291,33990,36786,39208,42115,45038
30452,30890,34497,35924,42763,41798,44971
23354,24416,28832,38829,46474,45564,53614
33746,34307,35798,35671,37592,40468,41641
33708,36399,38747,37760,37056,36653,38340
32897,34684,35165,38069,39052,37611,40601
30466,31246,36424,37520,39054,39169,39856
29727,29586,32214,35837,40440,42192,42350
36122,31177,32368,35280,37192,38901,41063
14351,20234,28335,35081,41978,53052,58353
18691,19634,21570,26684,27381,66307,71049
30856,31766,34781,39614,36561,37855,39077
30896,35194,34149,36689,35875,35312,42297
30127,29801,39509,35215,38436,37643,39493
32986,33754,36165,36545,36666,36227,37749
28257,29856,33295,35413,37550,40689,45014
28994,28882,32216,35366,37396,40001,46163
31520,31170,33271,35715,36970,38889,40645
26753,31060,33270,34667,37832,38997,45210
28132,32590,34486,36531,36753,38746,40221
18048,18644,21388,23045,23842,40860,100390
31144,34112,34675,34191,34122,37401,37484
29117,31911,32895,34466,35316,37952,41428
29373,31510,33665,34187,34218,38655,39861
36119,35777,33950,33091,36991,32566,32184
38004,38273,37452,35006,34180,28115,27074
26397,28203,32036,37066,35344,36359,41999
24015,27076,31580,33186,36002,39057,44421
34077,33866,34027,30832,33087,32695,36201
31077,31556,31031,31426,33403,34730,36313
18989,21127,22788,23144,25349,26959,91176
28814,30001,30306,32502,34507,35649,36952
25978,27397,30651,32057,36222,35159,38613
24011,24863,29611,36797,37486,36675,35634
32264,29534,30122,31748,32789,34057,33577
24248,25685,28619,31908,32375,34365,44960
24764,25500,29511,32865,35271,36325,37697
26153,24745,28514,32790,32978,34586,38906
27873,27162,28659,30702,35539,34124,32799
16713,16742,18718,18733,51613,60160,33932
30321,30860,31000,31221,30634,29589,30590
27945,28716,31126,29822,31150,32576,32558
25125,26610,31556,30835,31347,31465,34827
8480,16682,25792,29285,34897,42334,52096
22540,25274,29474,29094,31628,34181,36250
23660,27459,28005,30445,29838,32409,32488
25725,26085,27724,28760,30638,31780,33093
17300,21076,23145,31104,33551,38328,38288
23899,23683,25381,27723,32076,32262,34878
25957,25309,26523,27220,29147,31949,33533
23853,24800,25366,27060,26539,30969,38722
21346,26209,25709,26692,28944,33023,33894
9812,15966,21983,29848,31786,38309,48045
24870,23424,29849,29705,29845,27472,30453
25963,27126,28276,27146,27094,31062,28946
22913,23839,27022,28993,28805,28846,33371
18281,20058,23062,27813,29617,33952,36931
19051,20913,25036,26687,30799,29586,31120
14595,14475,15258,16784,16628,51577,49346
20072,21163,23113,24764,26750,30087,32198
17194,18395,23496,24399,27684,29775,34597
21741,21427,23213,25105,26127,27805,27896
22787,22220,24965,25167,24475,26084,26208
11705,14876,17439,24911,29173,32042,38809
14415,18135,22374,21519,26101,28862,35222
20485,20593,22273,23468,26144,26567,26988
21922,21353,21497,22787,24471,24116,28273
19384,20046,21116,23173,24119,25741,27561
18811,20284,21865,24043,24028,23971,25386
19815,18850,21432,22088,24116,25000,26526
10799,16540,18653,20845,25080,27816,35361
17991,17832,19192,22405,24322,25370,24783
17934,16629,20000,20227,24359,25317,25375
14239,15935,18374,20934,23373,26149,28817
15567,15908,19528,21110,21638,22724,29132
13440,13730,20120,20204,21312,24356,31251
13562,15049,17246,20129,22504,26174,28986
16928,17512,19651,21607,20696,20862,22034
17173,17338,19491,18705,21174,21990,22964
15344,17259,18399,19579,19911,21250,24165
9903,11342,14377,17899,19207,24077,26255
17103,16042,16127,15695,16525,19496,20379
12174,12932,15946,18078,18100,20628,21836
15744,14637,16193,17438,16850,17128,17955
10749,11403,13995,16747,16800,17874,18249
8802,10613,12924,15219,17512,18264,19357
9433,10433,12452,14407,16411,19353,19684
14422,14339,13103,13665,14163,14555,16509
13735,12319,13065,14273,14553,13148,13581
13310,11277,11512,12129,11823,13776,13366
5835,6846,9487,12147,14131,16495,19185
7281,8455,9856,12259,12187,14283,15591
7079,7626,8603,9660,9463,9485,9721
3100,5489,6844,7843,10043,10849,13562
1090,3502,5501,7264,10253,11974,14465
6897,6466,7143,6911,6981,8529,8945
2139,4275,6078,8243,8822,10237,11965
1410,3165,5656,6319,7202,8025,10421
4494,4298,4778,4853,4405,4182,4405
1405,1347,1280,2263,2682,2028,2010
